Category,Rank_in_Category,Agent_or_Team,Brokerage,City,State,Metric,Metric_Value,Source,Source_URL,Luxury_Brokerage_Flag,Luxury_Market_Flag,Public_$2Mplus_Fit,Methodology_Notes
Individuals - Sales Volume (2019),15,Michael Lawler,Premier Sotheby's International Realty,Naples,FL,Sales Volume USD,"$187,530,250",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),16,"Nelson Gonzalez, P.A.",Berkshire Hathaway HomeServices EWM Realty,Miami Beach,FL,Sales Volume USD,"$182,192,291",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),17,Moya Skillman,Compass,Bellevue,WA,Sales Volume USD,"$181,472,455",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),18,Steven Shane,Compass,Aspen,CO,Sales Volume USD,"$178,019,000",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),19,Sandro Dazzan,The Agency,Malibu,CA,Sales Volume USD,"$176,560,251",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),21,Harvey Daniels ONE,Sotheby's International Realty,Miami,FL,Sales Volume USD,"$171,939,762",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),24,Neal Ward,Compass,San Francisco,CA,Sales Volume USD,"$164,060,599",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),32,Dana Koch,The Corcoran Group,Palm Beach,FL,Sales Volume USD,"$145,858,380",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),35,Steve Gold,The Corcoran Group,New York,NY,Sales Volume USD,"$141,514,717",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),37,Tara Shapiro,Pacific Sotheby's International Realty,Newport Beach,CA,Sales Volume USD,"$141,104,700",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),38,Michael Rankin TTR,Sotheby's International Realty,Washington,DC,Sales Volume USD,"$141,072,333",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),43,Ginger Glass,Compass,Beverly Hills,CA,Sales Volume USD,"$136,255,130",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),45,Phil Chen,Compass,Burlingame,CA,Sales Volume USD,"$131,564,448",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),46,Steve Frankel,Coldwell Banker Realty,Beverly Hills,CA,Sales Volume USD,"$130,847,995",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),49,Kumara Wilcoxon Kuper,Sotheby's International Realty,Austin,TX,Sales Volume USD,"$128,364,365",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),51,Samantha Curry,Douglas Elliman,Palm Beach,FL,Sales Volume USD,"$126,979,993",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),54,J Roger Erickson,Douglas Elliman,New York,NY,Sales Volume USD,"$124,635,939",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),55,Hilary Landis,The Corcoran Group,New York,NY,Sales Volume USD,"$123,411,596",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),56,Steven Cohen,Douglas Elliman,New York,NY,Sales Volume USD,"$123,287,500",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),57,Deborah Grubman,The Corcoran Group,New York,NY,Sales Volume USD,"$122,846,500",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),58,Dina Goldentayer,Douglas Elliman,Miami Beach,FL,Sales Volume USD,"$122,306,290",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),60,Mary Lou Castellanos,Sotheby's International Realty,San Francisco,CA,Sales Volume USD,"$119,626,950",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),62,Emily P. Sertic,Douglas Elliman,New York,NY,Sales Volume USD,"$117,320,279",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),73,Laura Sweeney,Compass,Houston,TX,Sales Volume USD,"$112,344,098",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),82,Carrie Wells,Coldwell Banker Mason Morse Real Estate,Aspen,CO,Sales Volume USD,"$110,153,103",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),83,Ann Lenane,Douglas Elliman,New York,NY,Sales Volume USD,"$109,086,957",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),84,Anna Sherrill ONE,Sotheby's International Realty,Miami Beach,FL,Sales Volume USD,"$108,836,215",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),85,Ben Lee,Coldwell Banker Realty,Beverly Hills,CA,Sales Volume USD,"$108,694,890",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),92,Cathy Taub,Sotheby's International Realty,New York,NY,Sales Volume USD,"$105,306,000",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),93,Joujou Chawla,Compass,Danville,CA,Sales Volume USD,"$104,933,468",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),95,Mike Mahlstedt,Compass,Houston,TX,Sales Volume USD,"$103,509,950",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),100,Gary B. Pohrer,Douglas Elliman,Palm Beach,FL,Sales Volume USD,"$102,021,858",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),103,Janet Feinberg Schindler,Sotheby's International Realty,San Francisco,CA,Sales Volume USD,"$99,375,000",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),108,Leslie McElwreath,Sotheby's International Realty,Greenwich,CT,Sales Volume USD,"$94,493,500",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),109,Jim Arbeed,Coldwell Banker Realty,Burlingame,CA,Sales Volume USD,"$94,492,276",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),110,Sonja Stevens,Douglas Elliman,Palm Beach,FL,Sales Volume USD,"$94,245,666",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),112,Tanya Dzhibrailova,Corcoran Global Living,San Francisco,CA,Sales Volume USD,"$93,318,005",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),113,Isabelle Grotte,Compass,San Francisco,CA,Sales Volume USD,"$92,999,569",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),116,Melissa Goldstein Tucci,Coldwell Banker West,San Diego,CA,Sales Volume USD,"$92,425,850",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),118,Julie Wyss,Compass,Los Gatos,CA,Sales Volume USD,"$90,811,490",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),119,Haleh Clapp,Compass,Bellevue,WA,Sales Volume USD,"$90,166,000",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),124,Gina Haggarty,Compass,Burlingame,CA,Sales Volume USD,"$89,003,993",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),129,Barbara Boyle,Sotheby's International Realty,Pacific Palisades,CA,Sales Volume USD,"$87,927,500",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),136,Mike Bohnert,Compass,Burlingame,CA,Sales Volume USD,"$84,556,555",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),141,Milie Perry,Compass,New York City,NY,Sales Volume USD,"$83,440,173",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),143,Tracy Allen,Coldwell Banker Pacific Properites,Honolulu,HI,Sales Volume USD,"$82,777,000",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),145,Pamela S D'Arc,Compass,New York City,NY,Sales Volume USD,"$82,625,000",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),146,Louise Beit,Sotheby's International Realty,New York,NY,Sales Volume USD,"$82,594,500",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),147,Julianne Ward,Berkshire Hathaway HomeServices New England Properties,Greenwich,CT,Sales Volume USD,"$82,541,500",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),151,Pamela D'arc,Compass,New York City,NY,Sales Volume USD,"$81,167,620",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),156,Brian Lewis,Compass,New York City,NY,Sales Volume USD,"$80,231,704",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),158,Lisa Hutchins,Coldwell Banker Realty,Los Angeles,CA,Sales Volume USD,"$79,866,991",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),162,Peter Zaitzeff,The Corcoran Group,New York,NY,Sales Volume USD,"$78,063,900",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),166,Max Armour,Compass,San Francisco,CA,Sales Volume USD,"$77,860,000",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),169,Mara Blum,Sotheby's International Realty,New York,NY,Sales Volume USD,"$77,703,750",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),171,Michael Carucci Gibson,Sotheby's International Realty,Boston,MA,Sales Volume USD,"$77,003,450",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),177,Lisa Turnure,Coldwell Banker BAIN,Seattle,WA,Sales Volume USD,"$76,159,696",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),181,Jeffrey L T Stockwell,Compass,New York City,NY,Sales Volume USD,"$75,576,003",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),182,Arthur Sharif,Sotheby's International Realty,San Francisco,CA,Sales Volume USD,"$75,249,875",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
Individuals - Sales Volume (2019),186,Matthew Magnotta,Berkshire Hathaway HomeServices Utah Properties,Park City,UT,Sales Volume USD,"$74,520,333",REAL Trends + Tom Ferry The Thousand (2020 edition; 2019 production),https://www.joanlevinson.com/wp-content/uploads/2023/03/REAL-Trends-The-Thousand-2020-1.pdf,TRUE,TRUE,High,Top producer in RealTrends Verified; public fit raised by luxury-branded brokerage and luxury-heavy market.
